x,y,feature0,feature1,feature2
0,0,-0.5597728918638694,-1.3652584370791734,0.7983220659739579
0,1,0.6951758663640666,-0.9257603124290645,-0.6193464818849885
0,2,0.7750857375183047,0.3819218573040357,-0.9171296604309558
0,3,0.6868597603851623,0.553050064086009,-0.5654772030199657
0,4,0.2086530475046248,-0.07403120344590931,-0.406896389957492
0,5,0.9865374883519227,0.8971027967314829,-1.071986075973053
0,6,1.5009528358659143,1.1859371007248956,-1.157137311784331
0,7,1.1339844720717491,1.18800620820983,-1.028416911495692
0,8,1.278276449803067,0.9562128069727905,-1.3278031800539936
0,9,0.8716899319068394,0.9866218232992235,-0.9080349110255532
0,10,1.0152960409833973,1.5693045587405277,-1.2294587138159234
0,11,1.5188085487631995,1.410911516471759,-1.3376317451710409
0,12,1.4901984315452825,1.2190875367045098,-1.3563199821419072
0,13,1.5601622481089208,1.5263292108203401,-1.2781942869419047
0,14,1.4218281523231637,1.4240424353934154,-1.1953191270251124
0,15,1.2486691391276001,1.470254852171788,-1.0726681711742405
0,16,1.2431319961318255,1.3148606459202565,-1.276301714539452
0,17,0.7018769007694736,1.2264365746580064,-0.6645823616800751
0,18,1.172304987767861,1.3334208051420353,-0.9191150757519988
0,19,0.5247770395743836,0.2580422099534122,-0.9615149929003338
0,20,0.4160187429456558,0.7453257172287738,-0.8145355278120358
0,21,0.10340658936011486,0.6363915265219868,-0.3571223337735594
0,22,0.343147652897071,-0.16350056704265623,-0.7754004925226665
0,23,-0.15209892094954186,0.5011317139032144,0.09839869785470597
0,24,0.11115567430284592,0.23952638890002967,-0.40203118427184803
0,25,0.16961777878919526,-0.013694725929939224,-0.29960999544962685
0,26,0.959632005476313,-0.10579682697567386,-0.5635199686799583
0,27,1.0158723839383872,0.7250999628033348,-0.6700305625419644
0,28,0.26294122679504517,1.0889233432862988,-0.4286072652976773
0,29,-0.6064016736312322,0.1572058487078912,0.27135420134164545
0,30,0.16596292989976327,-0.36992412221141674,-0.24572945175110875
0,31,0.28063996296925153,-0.8741876687376687,-0.1760791664144095
0,32,-0.1062636614780389,-0.8066332296232629,0.2717329177374535
0,33,-0.6323587178257833,-0.48598979026592426,0.5272250125559487
0,34,-0.5840350020151971,-0.5641575984208331,0.571203055999506
0,35,-1.0570333244720604,-1.1644811979492458,0.7479919402825839
0,36,-0.7406885419477416,-1.206589679020049,0.7748744743929459
0,37,-0.4854605404010544,-0.4346819755427143,0.6109421431986488
0,38,0.36313095265793827,0.12339536697112845,-0.3475063813632846
0,39,0.33245663626111616,1.3839765572569678,-0.5347967978204123
0,40,0.3051263563480941,0.8075844697546717,-0.6906423156435226
0,41,0.1670885302196526,-0.4208790796643153,-0.33787785851288377
0,42,0.8328061768646899,0.037311704712222275,-0.9266854179116396
0,43,-0.6218502141499951,0.04647257370498252,0.7097880162992458
0,44,-0.7522432985239927,0.0373522585541051,0.800138900350466
0,45,0.37308653084007987,0.8438929906456841,-0.09736904639322633
0,46,0.4095201049193292,-0.15648269550313487,-0.8769293748441628
0,47,-0.20277954006342605,0.007980722983896665,-0.05175909431342192
0,48,-0.10903456456689384,-0.7148284523098222,-0.35519383848468006
0,49,0.26218544158910334,-0.4932526633255144,0.024996008396204323
0,50,-0.8095116506131285,-1.198129851331061,0.888180251855453
