x,y,feature0,feature1,feature2
0,0,-0.41193155847336504,0.010835012110772093,0.637413104094475
0,1,0.946518600366729,-1.6507929809758384,-0.9708825869927196
0,2,1.8925009177036358,0.5008229396110762,-0.5660375785150648
0,3,1.4340270911627389,1.1605421563460823,0.3981964548950217
0,4,-0.1186439578139859,0.5139452099522196,0.7609400465518097
0,5,2.075511779687298,-0.38194648261122116,-0.9521744293958547
0,6,1.0594978030594895,2.071006115225524,-0.10386261986726951
0,7,1.534307301547217,2.3378636744574273,0.025711172894183856
0,8,0.325441843346512,1.0131603364960702,-1.6730367016153027
0,9,0.4805768708390768,1.5557791056009709,-0.7600582664188053
0,10,2.1089937956797518,1.815392822785073,-0.10121590973208833
0,11,0.0488514900213318,1.6132433506349375,-0.7337468408647134
0,12,2.185597222197843,0.7484864622631509,-0.5121286020622278
0,13,0.9274025601046898,0.9118201527819535,-1.0713284594787666
0,14,0.2663803608483885,0.9109960022821851,-0.44444695409186086
0,15,0.7172004896468277,2.286921174145568,0.5680406091377239
0,16,1.6600854897067001,0.7899939621144628,-0.6712372503032668
0,17,-0.3984585584693872,1.752859347374239,0.31200877846520547
0,18,0.5710661084024439,0.24362101962310712,-0.8058090882135213
0,19,-0.5997101569873116,-0.7753255866203276,-0.9702400642877268
0,20,0.3462432126888624,-0.19070870320440006,0.46326279736729653
0,21,1.0766386508091736,-0.4996446159876486,0.2571751257014859
0,22,0.5698634329059542,-1.4597453353234386,0.17024947519109435
0,23,0.02392792823990061,1.467928027328371,0.7338181785785219
0,24,0.7105103675056225,0.8268751647206986,0.11276213457026828
0,25,-0.10319222967783417,0.23153617660469272,0.4081372637873172
0,26,1.6405276228234273,0.4065778952475359,-0.26135776649798753
0,27,0.8104605666127851,0.9050651706387917,-0.5379254125821645
0,28,-0.17005010767567058,0.9495331458225724,-0.8151913106500766
0,29,0.03316677277376226,0.8391789127016092,0.16942127534532103
0,30,1.1280019168347668,-0.7022133928184282,-0.3670491904771111
0,31,0.44770838276088865,0.5290089506517479,-1.178992321575691
0,32,-0.23194978941569472,-0.22654478671903266,0.038336161210030785
0,33,-0.19354493170710146,-1.259907359843265,0.43437030236217794
0,34,0.09164768554553361,0.17720813780323963,0.22552919597074056
0,35,-0.028031657173710332,-0.6294091727994275,0.3443569894183103
0,36,0.4915549832045891,-0.42871407213135254,0.29515789435414536
0,37,0.0029502920292582674,0.015057833510560592,0.43046884298412924
0,38,0.33914656114946773,2.378710280444371,0.20880810648751436
0,39,-0.6061719658127617,1.303029356448305,-0.6462444847322287
0,40,1.253985669402636,0.7373108520411578,-1.1683296436547084
0,41,0.07610282587319349,-0.520720684756246,0.6637217165951825
0,42,0.6495747327753227,-0.8501831886325583,-1.2217667150489
0,43,0.4573244476263616,-0.2825036251788791,1.6997395683139294
0,44,-0.19802568799797376,-0.08702381969865647,0.832458389906535
0,45,0.3718192009399472,0.7699991394756773,-0.33013941832949084
0,46,0.522700376061065,-1.3001259238312266,-0.268481451556364
0,47,-0.2738640767403156,1.0633186727737907,0.317707887206006
0,48,0.09579918984853517,-1.2992061584202133,-0.8210957296243369
0,49,0.47776996971052327,-0.46560789963214627,-1.126265377396885
0,50,-0.21097898004591553,-1.4068392461027144,0.6207034179104697
0,51,-0.746254194404972,-0.5968495693192207,-0.6560152189045921
0,52,-1.3202926526234324,-1.5053103828750232,1.9031939082949278
0,53,-0.8192535235583265,-0.03748136184129236,0.6056989774785978
0,54,-0.3301173789467672,-0.20905052603576724,0.8142482971503957
0,55,-0.41960227806814315,-0.5222380233479345,0.5004149748262775
0,56,-1.0370220569389763,0.47640329680722165,1.8885020463014521
0,57,-1.1776626895984401,-0.13964972484782553,-0.2749072205609726
0,58,0.6730296431095841,0.8584702382917886,-1.1994862587741681
0,59,-0.4991640204595675,-0.43994510559803107,-0.20668658367427484
0,60,0.035668022131599475,-0.7787795571194686,1.366508511294306
0,61,-1.5991081941242153,0.1626909430394478,-0.49203258491493246
0,62,0.7520835381551157,1.0730684662291685,-0.42802638177513874
0,63,-0.5986591958873515,1.2706179586456148,0.5587263612942118
0,64,0.09409488002595687,0.7279856513689983,-0.7107549745898858
0,65,-0.5358882173686178,-0.13289330954431083,-0.5422453688453186
0,66,0.22912411653750595,1.2390523481757307,-0.03930229751101851
0,67,-1.2635010493169467,-0.14820970020943403,-1.2698091231614446
0,68,0.7888963982571523,-0.6566104218645048,-0.13445774628095347
0,69,-1.6295445491790463,-1.1785419600546838,1.0165560522804213
0,70,1.143999832739859,-1.0001905573479355,0.23875851976701506
0,71,-2.5368546822041003,-0.9860663494291037,-0.1810223658626896
0,72,-1.1068166881182864,-0.19447617776815354,1.5776711359622524
0,73,-1.9273040383106532,-1.409278742272658,1.1979123466959003
0,74,-1.1000336747542419,-0.9828311216555222,-0.24023478109062812
0,75,0.07554775985403071,0.9530420015261022,0.7171878321892292
0,76,0.22906210665441565,-0.5437773766277599,0.6286728396075729
0,77,-0.744411107816103,-0.49097837259520094,-0.3503953517279121
0,78,1.1082155497522899,0.43192453132591413,0.31196452366810856
0,79,1.3946430728476882,0.2649980692101947,-1.4137849933505053
0,80,1.00371423136529,2.5723043351929777,-0.13226687824591268
0,81,1.9729528121543385,1.983687370020866,-2.1475729950572626
0,82,1.4678759474698808,1.1792556737843656,-0.5860987540652566
0,83,0.33428275729567725,1.7000177366139801,-1.0242457862752592
